label,message,message_length
0,sday joinedso training started today,47
1,xmas iscoming ur awarded either cd gift voucher free entry r weekly draw txt music tnc,118
0,miss much im desparate recorded message left day listen hear sound voice love,159
0,hey angry reply dr,39
0,whats feathery bowa something guy dont know,76
0,make happy,26
0,sac need carry,23
1,u r winner u ave specially selected receive cash holiday flight inc speak live operator claim pmin,151
0,unbelievable faglord,24
1,urgent mobile xxxxxxxxx bonus caller prize nd attempt reach call asap boxnqp ppm,158
0,im putting ready lttimegt,60
0,kkhow much cost,28
0,aiyo please got time meh,27
0,mean left early check co im working,65
0,eh ur laptop got stock lei say mon muz come take look c got,88
0,going take babe,29
0,family responding anything room went home diwali one called coming make feel like died,154
0,wanted wish happy new year wanted talk legal advice gary split person ill make trip ptbo hope everything good babe love ya,229
1,txt call claim reward hour talk time use phone subscribegbpmnth inc hr stoptxtstop wwwgambtv,147
0,parent kidz friend n colleague screaming surprise waiting sofa naked,130
0,sitting ard nothing lor u leh busy w work,49
0,dont knw pa drink milk,34
0,hmph go head big baller,26
0,actually fuck whatever find excuse tampa point january though,106
0,india take lead,25
1,mobile month u r entitled update latest colour mobile camera free call mobile update co free,154
0,damn poor zac doesnt stand chance,37
0,tap spile seven pub gas st broad st canal ok,72
0,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person bt girlfrnd g n g h,324
0,like talk pa able dont know,52
0,ok sure time tho sure get library class try see point good eve,122
0,late,29
0,love ya try budget money better babe gary would freak knew,90
0,lol gon na last month cashed left ltgt case collecting week cause announced blog,154
1,urgent ur awarded complimentary trip eurodisinc trav acoentry claim txt dis morefrmmob shracomorsglsuplt l aj,159
0,easy ahsen got selected mean good,41
0,chill another hr could sleep pain surgical emergency see unfolds okay,112
0,nonenowhere ikno doesdiscountshitinnit,40
0,oh fuck juswoke bed boatin dock slept wid year old spinout giv u da gossip lr xxx,108
1,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call,173
0,didnt get second half message,44
0,thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy,179
0,aah cuddle would lush id need lot tea soup kind fumbling,87
0,possession especially first offense,48
1,gr poly tone mob direct u rply poly title eg poly breathe title crazyin sleepingwith finest ymca getzedcouk poboxowwq p,160
0,well good morning mr hows london treatin ya treacle,55
0,customer place wil cal u sir,32
1,free ringtone waiting collected simply text password mix verify get usher britney fml po box mk h ppw,158
0,chinatown got porridge claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin,131
0,happy new year hope good semester,51
0,love aathilove u lot,28
0,gud mrng dear hav nice day,28
0,pleassssssseeeeee tel v avent done sportsx,45
0,ok lar double check wif da hair dresser already said wun cut v short said cut look nice,110
0,havent heard anything he answering text im guessing flaked said jb fantastic,111
0,wif family booking tour package,35
0,im really sorry wont b able fridayhope u find alternativehope yr term going ok,106
1,hello need posh bird chap user trial prod champneys put need address dob asap ta r,134
1,costa del sol holiday await collection call toclaim sae tc pobox stockport skxh costpm maxmins,162
1,someone conacted dating service entered phone fancy youto find call landline poboxntf,155
0,send content page,35
0,yesfrom last week im taking live call,48
0,heart empty without love mind empty without wisdom eye r empty without dream amp life empty without frnds alwys touch good night amp sweet dream,176
0,cant dont number,33
0,im free,18
0,sister going earn da,40
0,lol need cash nitros hurry come crash,75
0,doubt could handle time per night case,57
0,home watching tv lor,24
0,ill look frying pan case cheap book perhaps thats silly frying pan isnt likely book,127
0,hello going village pub either come accordingly ok,91
1,nd time tried contact u u pound prize claim easy call p per min btnationalrate,153
0,thats necessarily respectful,29
0,yeah dont stand close tho youll catch something,58
1,wwwapplausestorecom monthlysubscriptionpmsg maxmonth tcsc web age stop txt stop,96
0,thing change sentence want concentrate educational career im leaving,112
0,come round,19
1,bu voucher wc marsms log onto wwwbutelecom discount credit opt reply stop customer care call,137
0,shes good wondering wont say hi shes smiling coping long distance,116
1,private account statement show unredeemed sim point call identifier code expires,134
0,planning come chennai,33
0,total video converter free download type google search,64
0,surly ill give coming review,51
0,hamster dead hey tmr meet pm orchard mrt,64
0,waiting call sir,31
0,wishing great day moji told offer always speechless offer easily go great length behalf stunning exam next friday keep touch sorry,237
0,wish dont think gon na snow much flurry usually get melt hit ground eek havent snow since ltgt even born,205
0,im actor work work evening sleep late since im unemployed moment always sleep late youre unemployed every day saturday,168
0,oh come ah,23
0,early bird purchase yet,30
0,oh ok didnt know meant yep baby jontin,55
0,give something drink take doesnt vomit temp might drop unmits however let know,127
0,ya srsly better yi tho,27
1,ur cashbalance currently pound maximize ur cashin send go pmeg cc hgsuitelands rowwjhl,146
0,lot used one babe model doesnt help youi bring hell match,107
0,im happy babe woo hoo party dude,52
1,winner valued network customer selected receivea prize reward claim call claim code kl valid hour,157
0,appt lttimegt fault u dont listen told u twice,71
0,saw guy doll last night patrick swayze great,62
0,yep great loxahatchee xmas tree burning ltgt start hour,77
0,u fix teethif asapok take care,51
0,sorry ill call later,22
0,say thanks,13
0,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob,150
0,nationwide auto centre something like newport road liked,83
0,x ltgt going get,41
0,moon come color dream star make musical sm give warm peaceful sleep good night,121
0,yup,3
0,good afternoon boytoy feeling today better hope good boy obedient slave please queen,153
0,ok c,12
0,lot sickness thing going round take easy hope u feel better soon lol,84
0,electricity went fml,38
0,worry im sure youll get,37
0,hey sathya till dint meet even single time saw situation sathya,96
0,jus chillaxin,22
0,seriously spell name,41
0,therere people mu im table lambda,54
0,u switch fone dammit,35
0,al moan n e thin go wrong faultal de argument r faultfed himso bother hav go thanxxx,138
0,yup msg tat yijue tot group mate co meeting today mah im askin leaving earlier wat mah co mayb haf walk v far,160
0,r comin back dinner,26
1,please call amanda regard renewing upgrading current tmobile handset free charge offer end today tel subject t c,160
1,text pas collect polyphonic ringtones normal gprs charge apply enjoy tone,105
0,sure thing big man hockey election shouldnt go longer hour though,92
1,next amazing xxx picsfree video sent enjoy one vid enough day text back keyword picsfree get next video,153
0,dog must always wait till end day word run time cell already,138
0,painful personal thought always try keep everybody happy time nobody recognises alone,122
0,literally bed like ltgt hour,65
1,text banneduk see cost p textoperator gga xxx,68
0,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,166
0,hmmmkbut want change field quickly dai wan na get system administrator network administrator,114
0,get gift year didnt get anything bad,60
0,ill reach ard min ok,31
0,got hella gas money want go grand nature adventure galileo little bit,89
0,u turn heater heater set ltgt degree,73
0,webpage available,24
1,dating service call boxskch,49
1,ringtone club gr new polys direct mobile every week,63
0,lol would mom would fit tell whole family crazy terrible,93
0,still chance search hard get itlet try,73
0,yun buying school got offer plus,52
0,im reading text sent meant joke read light,86
0,aww must nearly deadwell jez iscoming todo workand whilltake forever,92
0,whatsup dont u want sleep,35
0,skallis wont play first two odi,40
1,freemsg hi baby wow got new cam moby wan na c hot pic fancy chatim win utxt rply chat hlp msgp rcv,143
0,japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike,276
0,u really pig leh sleep much dad wake smth eat lunch today,79
0,wereare free give otherwise nalla adi entey nattil kittum,72
0,oh yeah clearly fault,29
0,fuuuuck need stop sleepin sup,35
0,sorry missed call please call back,51
0,mmmmmm love youso much ahmad cant wait year begin every second take closer side happy new year love,157
0,aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ahgee,160
0,teach apps da come college,43
0,wet right,22
1,account credited free text message activate txt word credit tc wwwbiz,130
0,dear got train seat mine lower seat,39
0,get ten billion call text help god,79
0,also track lighter find,41
1,contract mobile mnths latest motorola nokia etc free double min text orange tariff text yes callback remove record,159
0,congratulation ore mo owo wa enjoy wish many happy moment fro wherever go,103
0,hey check da listed da,34
0,going goodno problembut still need little experience understand american customer voice,102
0,sun anti sleep medicine,34
0,ok,5
0,supposed couldnt make shes still town though,71
0,didnt tell thatnow im thinking plus he going stop run,89
0,mm entirely sure understood text hey ho weekend,71
0,kind took garage centre part exhaust need replacing part ordered n taking fixed tomo morning,118
1,get garden ready summer free selection summer bulb seed worth scotsman saturday stop go notxtcouk,155
0,moment dayhas valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish u find todaygood morning,158
0,know mallika sherawat yesterday find lturlgt,76
1,free game get rayman golf free game arcade st get ur game setting reply post save activ press key arcade termsapply,153
0,cps causing outage conserve energy,46
0,ok,2
0,yes outside like hour called whole family wake cause started,107
1,day euro kickoff u kept informed latest news result daily unsubscribe send get euro stop,135
0,enufcredeit tocallshall ileave uni get bus yor house,69
0,went fast asleep deartake care,32
1,good luck draw take place th feb good luck removal send stop customer service,112
0,lmao know well,27
0,boy late home father power frndship,54
0,ard like dat lor,19
0,donno scorable,28
1,know someone know fancy call find pobox lshb p,101
0,wat time finish,18
0,oops ill let know roommate done,47
0,hmmm thk sure got time hop ard ya go free abt muz call u discus liao,94
0,audrie lousy autocorrect,24
1,premium phone service call,59
0,dont know im raping dude poker,42
0,trying weekend v,34
0,tell happen dont behave like ok need say,67
0,want send virtual hug need one,44
0,go fool dont cheat others ok,28
0,much payed suganya,28
0,stuff sell ill tell,39
0,jus reached home go bathe first si using net tell u finish k,88
0,go chase run shes crossing street,67
0,sent email address incomm right,72
0,pic please resend,23
0,ok,2
0,whats staff name taking class u,48
0,im guy browsin compulsory,32
1,england v macedonia dont miss goalsteam news txt ur national team eg england trywales scotland txt poboxoxwwq,155
0,thats u haf keep busy,32
0,sleepingand surfing,26
0,oh ho first time u use type word,55
0,really good see day dudette missing,69
0,way tirupur,27
0,dearshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee raksha ollubut good one real sense,152
0,going sleep tired travel,42
0,meh thgt clash really ah dun mind dun seen lost weight gee,102
0,sian aft meeting supervisor got work liao u working,67
1,hmv bonus special pound genuine hmv voucher answer easy question play send hmv infowwwpercentrealcom,155
0,hey r watching movie tonight ill prob b home early,66
0,nvm take ur time,17
0,dont think spatula hand,35
1,smsservices yourinclusive text credit pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk cm ae,156
0,k give sec breaking ltgt cstore,49
0,love girl office may wonder smiling sore,75
0,getting anywhere damn job hunting,58
0,hey babe hows going ever figure going new year,83
0,good afternoon love go day woke early online waiting hmmm italian boy online see grin,159
1,someone u know asked dating service contact cant guess call revealed pobox sxy p,137
0,hey mr whats name bill brison book one language word,80
0,pls help tell sura im expecting battery hont pls send message download movie thanks,139
0,give one miss number please,37
0,yup,3
0,haha okay today weekend leh,34
1,private account statement show unredeemed sim point call identifier codexx expires,133
0,lul im gettin juicy gossip hospital two nurse talking fat gettin one think shes obese oyea,135
0,searching good dual sim mobile pa,46
0,play w computer aiyah tok u lor,37
0,ya even cooky jelly,40
0,wifehow knew time murder exactly,44
1,congratulation thanks good friend u xmas prize claim easy call p per minute btnationalrate,156
1,ur chance win cash every wk txt action tscs wwwmovietriviatv custcare xpwk,123
0,time tell friend around,47
0,cant pick phone right pls send message,51
0,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love u kano,156
0,come sec there somebody want see,71
1,hi babe chloe r u smashed saturday night great weekend u missing sp visionsmscom text stop stop ptext,160
0,thinking u x,18
0,ltgt buck bank fee fixed better call bank find,87
0,send ur birthdate month year tel u ur life partner name method calculation reply must,118
0,good morning love go sleep wish great day full feeling better opportunity last thought babe love kiss,159
1,urgent ur guaranteed award still unclaimed call closingdate claimcode mm pmmorefrommobilebremovedmobypoboxlsyf,159
1,well done costa del sol holiday await collection call toclaim sae tc pobox stockport skxh costpm maxmins,160
0,want grasp pretty booty,36
0,much dirty fellow,28
0,okay lor still let u go ah coz know later drop card box right,121
0,sea lay rock rock envelope envelope paper paper word,140
0,esplanade mind giving lift co got car today,68
0,town v important,37
0,hope youve settled new school year wishin gr day,92
0,class hour sorry,42
1,great new offer double min double txt best orange tariff get latest camera phone free call mobileupd free stoptxt tc,160
0,telling coulda real valentine wasnt u never pick nothing,96
1,free entry weekly competition text word win tc wwwtxttowincouk,106
0,oooh bed ridden ey thinking,45
0,carlos taking sweet time usual let know patty donewant smoke ill tell haul as,127
0,bognor splendid time year,54
0,hey kate hope ur ok give u buz wedlunch go outsomewhere adrink towncud go watershd bit ppl fromwrk bthere love petexxx,150
0,thanks honey still havent heard anything leave bit longer crowd try later great advice thanks hope cardiff still,163
0,ok happen behave like,43
0,dont respond imma assume youre still asleep imma start calling n shit,82
0,come people,32
1,u win music gift voucher every week starting txt word draw tscs wwwidewcom skillgame winaweek age ppermesssubscription,159
0,come lt n pas lar,29
0,great comedycant stop laughing da,37
0,actual exam harder nbme,36
0,yesterday true true,31
0,ding ya break fassyole blacko londn,47
0,sitting mu waiting everyone get suite take shower,80
1,dear voucher holder claim week offer pc please go httpwwwwtlpcouktext tscs apply,112
0,creepy crazy,40
0,r e meeting tmr,22
0,want lick pussy,32
0,u made appointment,33
1,enjoy jamster videosound gold club credit new videosounds logosmusicnews get fun jamstercouk help call,163
0,yeah thats thought lem know anythings goin later,66
1,urgent trying contact last weekend draw show prize guaranteed call claim code valid hr,156
0,omg one thing another cat worm bad day end,85
0,ok found dis pierre cardin one look normal cost sale,73
0,got back dislike bed,49
0,k ill work something,26
0,bank say money,41
0,u buy newspaper already,25
0,part checking iq,25
0,hurry home u big butt hang last caller u food done im starving dont ask cooked,120
1,save money wedding lingerie wwwbridalpetticoatdreamscouk choose superb selection national delivery brought weddingfriend,153
0,im watching lotr w si dis aft u wan meet dinner nite,78
0,hi wlcome back wonder got eaten lion something nothing much,81
1,congrats year special cinema pas call c suprman v matrix starwars etc free bxipwe pm dont miss,160
0,captain room,24
0,kkyesterday cbe,32
0,ok prob,13
0,bday real april,27
0,wana plan trip sometme,35
0,babe love cover face kiss,54
0,tomorrow going theatre come wherever u call tell come tomorrow,117
0,september,28
1,today voda number ending selected receive award match please call quoting claim code standard rate app,155
0,cheer lou yeah goodnite shame u neva came c ya gailxx,62
0,seems unnecessarily affectionate,37
0,sorry ill call later,22
1,free st week entry textpod chance win gb ipod cash every wk txt pod tscs wwwtextpodnet custcare,140
0,ltgt k oh send home sale,54
0,pls go today ltgt dont want excuse,55
0,yup n fren lor im meeting fren,47
0,need coffee run tomocant believe time week already,67
0,thanks message really appreciate sacrifice im sure process direct pay find way back test tomorrow im class wonderful day,202
0,thats cool liked photo sexy,51
0,thank u,8
0,office around pm going hospital,52
0,haha awesome might need take doin tonight,73
0,probably ltgt,25
0,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality win,126
0,alright thanks advice enjoy night ima try get sleep,83
0,u awake snow,33
0,outside office take,44
0,movie laptop,46
1,ur chance win cash every wk txt play tscs wwwmusictrivianet custcare xpwk,121
0,know taj mahal symbol love lesser known fact mumtaz shahjahans th wife wife shahjahan killed mumtazs husband marry mumtaz died ltgt th delivery married mumtazs sister question arises hell love great hari,322
0,yo watching movie netflix,37
0,dont look back building coat dont want get sick hurry home wear coat gym,141
0,hello lover go new job happy think wake slave send teasing kiss across sea,154
0,ok feel like john lennon,32
0,fineabsolutly fine,23
0,im gon na miss u much,23
0,thats shame maybe cld meet hr tomo,48
0,still got lesson sch,31
0,wont get concentration dear know mind everything,73
0,datoday also forgot,28
0,drama plsi enough family struggling hot sun strange placeno reason ego going invited actually necessity gowait serious reppurcussions,245
0,put party day week study lightly think need draw custom checkboxes know hardcore,126
0,way transport le problematic sat night way u want ask n join bday feel free need know definite no booking fri,168
0,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria le expensive much le expensive unless getting citizen rate new zealand,408
0,vikky come around lttimegt,35
0,fwiw reason im around time smoke gas afford around someone tell apparently happens somebody want light,202
0,valentine game send dis msg ur friend answer r someone really love u ques colour suit best,150
1,nokia tone ur mob every week txt nok st tone free get txtin tell ur friend ptone reply hl info,143
0,slow using biolas fne,28
0,good morning repair shopthe reason im hour,70
0,k youre sure dont consent form v,64
0,waiting call,22
0,die want u stuff,40
0,cant see join denis mina denis want alone time,74
0,k fyi im back parent place south tampa might need deal somewhere else,97
1,welcome select service added benefit call specially trained advisor free mobile dialling,140
0,love wine dine lady,32
0,waiting tv show start lor u leh still busy ur report,69
1,summer finally fancy chat flirt sexy single yr area get matched reply summer free join optout txt stop help,159
0,fun fact although would think armand would eventually build tolerance shit considering much smoke get fucked like hit,157
0,although told u dat im baig face watch really like e watch u gave co fr u thanx everything dat uve done today im touched,155
0,many day since,28
0,like ltgt question,31
0,hello hello hi lou sorry took long reply left mobile friend lancaster got bak neway im sorry couldnt make ur bday hun,153
1,call germany penny per minute call fixed line via access number prepayment direct access,128
0,wot u wan na missy,26
0,come tomorrow di,23
1,forwarded hi mailbox messaging sm alert message match please call back retrieve message match,183
0,dont think need yellow card uk travel ask someone gone ltgt buck,116
0,wat r u busy wif work,38
0,ok arm feeling weak cuz got shot go another time,72
0,uhhhhrmm isnt tb test bad youre sick,48
1,private account statement show unredeemed point call identifier code expires,136
0,u dun say early hor u c already say,49
1,shop till u drop either k k cash travel voucher call ntt po box crbt fixedline cost ppm mobile vary,156
0,beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf good night,157
0,hi hope u r ok said would text hasnt u seen let gently please,101
0,geeeee internet really bad today eh,50
0,thats cause old live high,41
1,specially selected receive pound award call line close cost ppm tc apply ag promo,142
0,plz note anyone calling mobile co amp asks u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn,263
0,nope think go monday sorry replied late,67
0,ok im waliking ard u wan buy anything go ur house,66
0,schedule next week town weekend,62
0,nah im perpetual dd,23
0,goodo yes must speak friday eggpotato ratio tortilla needed,72
0,ok vldo u know got adsense approved,43
0,huh lei,12
0,ey calm downon theacusations itxt u co iwana know wotu r doin thewend haventcn u agesring ur nething satlove j xxx,142
0,im okay chasing dream whats good next,66
0,yes glad made,38
0,true passable get high score apply phd get year salary make life easier,119
0,todaysundaysunday holidayso work,50
0,wn u r hurt prsn close u fight wit dem coz somtimes dis fight save relation bt quiet leaf nothin relation gud eveb,152
0,oh k got job whats,37
0,yoyyooo u know change permission drive mac usb flash drive,79
0,im work please call,24
0,oh fuck sake shes like tallahassee,44
0,im driving raining ill get caught e mrt station lor,70
1,want new nokia colour phone delivered tomorrow free minute mobile free text free camcorder reply call,157
0,age hows abj,37
1,free entry wkly comp win fa cup final tkts st may text fa receive entry questionstd txt ratetcs apply over,155
0,change window logoff sound,29
0,thats said bad dat e gal know u wat u,66
1,p alfie moon child need song ur mob tell ur m txt tone charity nokias poly charity polys zed profit charity,161
0,thanx time weve spent geva bin mint ur baby want uxxxx,85
0,sorry im stil fucked last nite went tobed got work,75
1,dear dave final notice collect tenerife holiday cash award call landline tc sae box cwwx ppm,153
1,well done costa del sol holiday await collection call toclaim sae tc pobox stockport skxh costpm maxmins,160
0,sorry completely forgot pop em round week still,73
0,im going try month ha ha joking,47
0,anyway many good evening u,38
0,hi u want join sts later meeting five call u class,93
0,probably come everybodys done around ltgt right,66
0,hi hope u get txtjourney hasnt gdnow min late think,76
0,call later dont network urgnt sm,55
0,late,29
0,hiya probably coming home weekend next,47
0,got new job bar airport satsgettin per hour mean lie keep touch,94
0,great never better day give even reason thank god,71
0,sorry man stash ran dry last night cant pick sunday,76
0,waited yesterday,29
0,oh kkwhere take test,32
0,mean come chase stated watch many movie want,113
1,yes place town meet exciting adult single uk txt chat pmsg,109
0,gd got free ice cream oso wan,40
0,im work please call,24
0,update face book status frequently,42
0,k ill take care,22
0,also know lunch menu da know,48
0,aight ill ask roommate,37
0,sorry got late start way,41
0,ok lor go tog lor,28
0,phone,8
0,haha figure well found piece priscillas bowl,57
0,sound great im going sleep good night,55
0,keep ten r shelf buy two egg,40
0,fuck babe miss already know cant let send money towards net need want crave,146
0,somebody go andros steal ice,42
0,k dahow many page want,29
1,nd time tried contact u u prize claim easy call p per minute btnationalrate,158
1,private account statement show unredeemed point call identifier code expires,136
0,pizza u want,23
0,r still meeting dinner tonight,36
0,watching cartoon listening music amp eve go temple amp church u,92
0,new theory argument win situation loses person dont argue ur friend kick amp say im always correct,145
0,hey happened u switch ur cell whole day isnt good u care give call tomorrow,112
0,abj serving staying dad alone,64
0,tell friend plan valentine day lturlgt,69
0,stand away doesnt heart ache without dont wonder dont crave,154
0,nofew hour beforewent hair cut,39
0,ki send ltgt min,34
0,yes please swimming,30
0,,3
0,ok u take shopping u get paid,44
0,always putting business put picture as facebook one open people ive ever met would think picture room would hurt make feel violated,221
0,roger probably going rem,51
0,dude im longer pisces im aquarius,47
0,thats good need drug,33
1,congratulation ur awarded either yr supply cd virgin record mystery gift guaranteed call tscs wwwsmsconet pm approx min,160
0,k ill sure get noon see whats,56
0,eh u send wrongly lar,24
0,thanx e brownie v nice,32
0,want talk,27
0,hahahause brain dear,27
0,probably gon na see later tonight lt,63
0,lol real told dad cancer,43
0,garbage bag egg jam bread hannaford wheat chex,52
0,lifted hope offer money need especially end month approach hurt studying anyways gr weekend,159
0,sorry grocer,27
0,ok april cant wait,23
0,well might come,29
0,yeah lol luckily didnt starring role like,62
0,generally isnt one uncountable noun u dictionary piece research,94
0,like v shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor,137
0,come mahal bus stop ltdecimalgt,40
0,dont use hook,27
1,sunshine hols claim ur med holiday send stamped self address envelope drink u uk po box bray wicklow eire quiz start saturday unsub stop,161
0,yeah probably,31
0,kdo evening daurgent,33
0,like spoiled,31
0,mean got epi shes fine shes,59
0,nope thats fine might nap tho,41
0,ok,3
0,ok prob take ur time,25
0,pls confirm time collect cheque,43
0,thk lor dunno get ticket wat u,64
0,dont worry day big lambu ji vl cometil enjoy batchlor party,77
0,aight rush ill ask jay,27
0,god love limit god grace measure god power boundary may u god endless blessing always ur life gud ni,149
0,press conference da,25
0,thank like well,32
1,want funk ur fone weekly new tone reply tonesu text wwwringtonescouk original n best tone gbp network operator rate apply,155
0,save stress person dorm account send account detail money sent,125
0,dnt worryuse ice piece cloth packalso take tablet,63
0,spoon okay,23
0,wats ur opinion abt abt character,52
0,im back amp packing car ill let know there room,75
0,want show world princess europe,59
0,actually im waiting week start putting ad,60
0,real u getting yo need ticket one jacket im done already used multis,121
0,trust even isnt,41
0,nope im drivin neva develop da photo lei,54
0,cant keep going never intention run choose rather keep room clean dont say visitor maybe thats best choice yes wanted embarassed maybe youd feel feel friend want drop buy say happened morning ive tried everything dont know else,431
0,decide faster co si going home liao,52
0,rightio well arent bright early morning,78
0,hi darlin im helen fone im gon na b prince nite please come tb love kate,88
0,dear good morning,34
0,go opening room til thanksgiving without upcharge,77
0,dear friend sorry late information today birthday loving arpraveesh detail log face book see number ltgt dont miss delicious treat,198
0,cant wait see photo useful,59
0,shall come get pickle,26
0,havent seen facebook huh lol,35
0,u ask next sat make im ok lor,84
0,yeah right ill bring tape measure fri,43
0,havent left yet probably gon na til dinner,53
0,gobi art college,23
0,good afternoon love good see word ym get tm smart move slave smile drink coffee await,153
1,urgent urgent free flight europe give away call b th sept take friend free call claim bannfwflyppm,158
1,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friend ptone reply hl info,147
1,spook mob halloween collection logo pic message plus free eerie tone txt card spook zed p per logopic,150
0,daal r ltgt,27
0,awww dat sweet think something nice time tonight ill probably txt u later co im lonely xxx,129
0,looking,25
0,send new number,22
0,watching cartoon listening music amp eve go temple amp church u,92
0,kkwhere youhow performed,42
0,guess pub im im happy pig clover whatever saying,81
0,hi wont b ard christmas enjoy n merry xmas,57
0,make sure alex know birthday fifteen minute far youre concerned,87
0,hi darlin hope nice night wish come cant wait see love fran p want dirty anal sex want man gang bang,141
0,happy baby alright take job hope fine send kiss make smile across sea kiss kiss,154
1,well done england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop box wwx,155
0,super dagood replacement murali,37
0,youre right think,45
0,think im waiting bus inform get ever get,90
0,th gower mate r u man good wale ill b back morrow c u wk msg random,138
0,sorry ill call later meeting,33
0,k much th fifty,38
0,mom want know,30
1,u meet ur dream partner soon ur career flyng start find free txt horo followed ur star sign e g horo aries,137
0,k sent,23
0,camera quite good mega pixel optical digital doom lovely holiday safe hope hav good journey happy new year see couple week,189
0,okie,4
0,yeah probably earlier,32
0,lmao ok wont needing u hair anymore,50
0,actually deleted old websitenow blogging magicalsongsblogspotcom,80
0,ugh fuck im resubbing eve,32
0,remain unconvinced isnt elaborate test willpower,70
0,hmm ill think ok youre forgiven,56
0,yar lor wait mum finish sch lunch lor whole morning stay home clean room room quite clean hee,134
0,yeh def something satjust got payedday havbeen given pay rise work havebeen made preschoolcoordinator feelingood luv,149
0,dont give flying monkey wot think certainly dont mind friend mine,103
0,tired special,36
0,hello madam,25
0,good morning plz call sir,28
0,hmm bit piece lol sigh,42
0,still checked da,35
0,u goin nite,17
0,ok r meeting later,30
0,send copy da report,34
0,nice day dear,24
0,yup next stop,14
0,well im going aunty,30
0,jus finish bathing,21
0,hi harishs rent transfred ur acnt,47
0,im gon na rip uterus,28
0,dint touch,30
0,sorry ill call later meeting,33
0,call tell infront call,56
0,ok,5
0,famous quote develop ability listen anything unconditionally without losing temper self confidence mean married,169
0,mum went dentist,25
0,rather prominent bite mark right cheek,53
0,long quit get like minute day,63
0,dunno lei neva say,24
0,sad puppy noise,19
1,urgent call landline complementary tenerife holiday cash await collection sae tc po box wa px ppm sender hol offer,167
0,goodmorningmy grandfather expiredso leave today,57
1,one registered subscriber u enter draw gb gift voucher replying enter unsubscribe text stop,132
0,dear heroi leaving qatar tonite apt opportunitypls keep touch ltemailgt kerala,108
0,sleeping bag blanket paper phone detail anything else,78
0,real baby want bring inner tigress,58
0,hows weather,32
0,meant calculation ltgt unit ltgt school really expensive started practicing accent important decided year dental school youll nmde exam,273
0,hi shanilrakhesh herethanksi exchanged uncut diamond stuffleaving back excellent service dino prem,120
0,regret inform u nh made mistakeu never actually bornplease report yor local hospital b terminatedwe r sorry inconvenience,160
1,tried contact response offer new nokia fone camcorder hit reply call delivery,130
1,specially selected receive award call line close cost ppm tc apply ag promo,137
0,also da feel yesterday night wait til day night dear,61
1,bored housewife chat n date btnational rate pmin landline,95
0,sorry datoday wont come playi driving clas,58
0,great hope using connection mode men also co never know old friend lead today,122
0,fine remember,25
0,wasnt well babe swollen gland throat end,86
0,also remember bead dont come ever,45
0,bill thats bad,42
0,love set soul fire spark flame big rawring flame xoxo,105
0,yes completely formclark also utter waste,59
0,lol please actually send pic right wan na see pose comb hair dryer something,116
0,k ill,25
0,kallis wont bat nd inning,31
0,anyway dont think secure anything lem know want drive south chill,107
0,oh forwarded message thought send,62
0,hi di yijue meeting pm esaplanade tonight,59
0,arrived see couple day lt,44
0,fishrman woke early mrng dark waited amp found sack ful stone strtd throwin thm sea pas time atlast jus stone sun rose amp found tht r nt stone diamond moraldont wake early mrng good night,301
0,okie,4
1,dont forget place many free request stchoicecouk wish information call,120
0,u mean u almost done done wif sleeping tot u going take nap yup send liao im picking ard smth lor,141
0,goin workout lor muz lose e fat,42
0,check maili mailed varma kept copy regarding membershiptake careinsha allah,95
1,guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnwh pmtmsgrcvd,146
0,ok let u noe leave house,38
0,yet chikkuk wat abt tht guy stopped irritating msging u,82
0,goodmorning today late ltdecimalgt min,53
0,sea lay rock rock envelope envelope paper paper word,140
0,would smoking help u work difficult time,65
0,shall bring u bottle wine keep u amused joking ill bring one anyway,87
0,fear fainting housework quick cuppa,84
0,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack joke gmgngegn,158
0,messageno responcewhat happend,38
0,thank way lost,39
